0.37903	0.58333
0.41359	0.50439
0.37903	0.49561
0.39055	0.48099
0.41359	0.53947
0.44816	0.55409
0.4712	0.46053
0.41359	0.42251
0.35599	0.42836
0.39055	0.44298
0.40668	0.45175
0.44124	0.48099
0.40207	0.56871
0.37903	0.54825
0.34447	0.50439
0.35599	0.46053
0.44124	0.51023
0.44124	0.46053
0.51037	0.46053
0.55645	0.45175
0.57488	0.54532
0.66014	0.58918
0.64401	0.56287
0.62788	0.49561
0.59793	0.41667
0.60253	0.38743
0.64862	0.39912
0.62788	0.44298
0.59793	0.46637
0.59793	0.5307
0.62558	0.5307
0.59793	0.51023
0.57028	0.48099
0.62097	0.46637
0.64401	0.4576
0.64401	0.48684
0.64862	0.51608
0.65553	0.5307
0.67857	0.49561
0.65553	0.45175
0.67166	0.43713
0.66244	0.48684
0.67166	0.54532
0.6394	0.42251
0.57488	0.43713
0.42512	0.78216
0.56336	0.79678
0.72465	0.72368
0.8053	0.62135
0.81682	0.43129
0.80069	0.28509
0.73618	0.12427
0.58641	0.03655
0.50576	0.042398
0.43664	0.077485
0.36751	0.1155
0.30991	0.14474
0.27535	0.1886
0.23618	0.26754
0.20161	0.40789
0.1947	0.48684
0.19931	0.59795
0.22926	0.65643
0.27535	0.71491
0.33756	0.76462
0.39516	0.78801
0.49885	0.80848
0.6371	0.80263
0.69009	0.78216
0.77074	0.75292
0.81682	0.70906
0.82143	0.62135
0.84447	0.51901
0.82373	0.53947
0.85138	0.42251
0.81221	0.34357
0.79378	0.3348
0.75461	0.2617
0.74309	0.19737
0.77535	0.20322
0.70161	0.13889
0.67857	0.086257
0.64401	0.086257
0.56336	0.080409
0.51267	0.086257
0.5288	0.057018
0.44816	0.10673
0.38594	0.15058
0.30991	0.20322
0.27535	0.27632
0.2477	0.34942
0.22465	0.44298
0.22926	0.51023
0.22926	0.61257
0.2523	0.64181
0.30991	0.69152
0.35599	0.74415
0.23618	0.56871
0.20622	0.53363
0.24078	0.38743
0.21774	0.29971
0.60253	0.1155
0.67857	0.1155
0.74078	0.15936
0.78687	0.25292
0.56336	0.39912
0.83295	0.47515
0.77765	0.66228
0.77074	0.69152
0.7477	0.74415
0.66244	0.75
0.60945	0.78801
0.57488	0.77339
0.48963	0.78801
0.45507	0.77339
0.44816	0.78801
0.4712	0.80848
0.53341	0.8231
0.54493	0.77339
0.62788	0.76754
0.32143	0.71491
0.26843	0.67105
0.24078	0.6769
0.8053	0.58333
0.8053	0.50439
0.78226	0.39327
0.80991	0.38743
0.76613	0.31433
0.70853	0.21199
0.65553	0.14474
0.49424	0.080409
0.43203	0.12135
0.39747	0.10088
0.37903	0.1886
0.33295	0.16813
0.30991	0.2383
0.27535	0.23246
0.27535	0.32602
0.26382	0.39912
0.2523	0.47222
0.26843	0.55409
0.28687	0.62719
0.29147	0.66228
0.40668	0.72953
0.37903	0.72953
0.50115	0.75292
0.70161	0.72076
0.69009	0.74415
0.7477	0.67982
0.78687	0.59795
0.79378	0.53947
0.79839	0.44298
0.72465	0.24123
0.697	0.17398
0.62788	0.13889
0.54724	0.10965
0.49424	0.1155
0.44816	0.13012
0.41359	0.15058
0.34447	0.20322
0.30991	0.27047
0.28687	0.35526
0.5288	0.4576
0.37903	0.42251
0.4182	0.59795
0.6947	0.46053
0.72465	0.45175
0.78226	0.43713
0.75461	0.44298
0.6394	0.37281
0.66705	0.37865
0.59793	0.34064
0.57488	0.37865
0.62097	0.58333
0.60484	0.57749
0.44355	0.30556
0.44355	0.28509
0.45276	0.23246
0.49885	0.21199
0.52189	0.22368
0.52189	0.26754
0.52189	0.3114
0.49424	0.34064
0.45968	0.36404
0.45507	0.34357
0.45968	0.29094
0.46429	0.24708
0.49424	0.24123
0.49424	0.27632
0.48272	0.32018
0.45968	0.32018
0.50576	0.31433
0.4712	0.27632
0.47581	0.22661
0.43664	0.2617
0.45968	0.071637
0.60945	0.065789
0.43203	0.75292
0.42972	0.81725
0.21313	0.35526
